Date,Open,High,Low,Close,Adj Close,Volume
2011-12-16,63.681385,65.646858,62.537834,65.611122,43.242802,24845174
2011-12-23,65.754066,66.861877,65.325233,66.147163,43.596104,12589117
2011-12-30,67.076294,67.326447,65.682594,66.790405,44.020050,12618744
2012-01-06,66.540253,68.291313,63.574177,68.255577,44.985699,19026873
2012-01-13,68.970299,74.116264,67.576599,73.973328,48.754139,27233838
2012-01-20,74.473625,75.402763,73.044189,75.259819,49.602039,15140158
2012-01-27,75.760117,76.046005,72.758301,74.402153,49.036766,30780273
2012-02-03,74.044800,76.832199,73.901855,75.188347,49.554939,26359052
2012-02-10,74.830986,81.049034,74.545097,79.976959,52.711006,39811181
2012-02-17,80.763145,82.621414,78.618996,79.619598,52.475468,24330807
